row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
6_4,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,
6_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,
6_6,1,9,18,22,27,30,107,31,29,36,18,40,8,9,4,5,3,
6_7,3,11,18,21,27,31,111,34,28,38,16,39,8,7,3,6,4,
6_8,2,7,15,22,26,30,102,32,28,33,19,37,5,8,7,4,4,
6_9,3,8,15,20,25,29,100,32,26,33,17,35,5,7,5,5,4,
6_10,2,9,17,21,27,30,106,32,28,36,18,38,7,8,4,6,3,
7_1,1,3,12,14,19,22,71,23,21,22,16,26,2,9,2,5,3,
7_2,5,11,18,22,24,29,109,34,24,35,13,40,6,7,4,2,5,
7_3,4,8,16,19,24,28,99,32,24,32,16,35,4,8,3,5,4,
7_4,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,
7_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
7_6,2,10,19,24,29,33,117,35,31,39,19,43,8,9,5,5,4,
7_7,1,11,18,23,30,33,116,34,32,41,19,41,10,7,5,7,3,
7_8,1,9,18,22,30,33,113,34,32,39,21,40,8,9,4,8,3,
7_9,2,10,16,18,27,32,105,34,30,37,17,34,8,6,2,9,5,
7_10,2,9,15,21,28,32,107,34,30,37,19,36,7,6,6,7,4,
8_1,3,7,12,18,22,24,86,27,21,29,15,30,4,5,6,4,2,
8_2,5,11,18,22,26,30,112,35,25,37,15,40,6,7,4,4,4,
8_3,3,9,17,21,25,29,104,32,26,34,16,38,6,8,4,4,4,
8_4,3,8,14,20,24,29,98,32,26,32,16,34,5,6,6,4,5,
8_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
8_6,1,7,14,21,26,31,100,32,30,33,19,35,6,7,7,5,5,
8_7,2,8,13,20,28,31,102,33,29,36,20,33,6,5,7,8,3,
8_8,1,7,14,21,27,30,100,31,29,34,20,35,6,7,7,6,3,
8_9,2,7,12,17,25,29,92,31,27,32,18,29,5,5,5,8,4,
8_10,2,6,14,20,26,29,97,31,27,32,20,34,4,8,6,6,3,
9_1,4,6,11,18,23,28,90,32,24,29,17,29,2,5,7,5,5,
9_2,6,10,18,21,27,29,111,35,23,37,17,39,4,8,3,6,2,
9_3,4,10,15,21,27,29,106,33,25,37,17,36,6,5,6,6,2,
9_4,4,9,15,19,23,28,98,32,24,32,14,34,5,6,4,4,5,
9_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,
9_6,2,9,21,24,29,33,118,35,31,38,20,45,7,12,3,5,4,
9_7,1,7,18,23,28,32,109,33,31,35,21,41,6,11,5,5,4,
9_8,2,7,19,23,29,31,111,33,29,36,22,42,5,12,4,6,2,
9_9,2,9,18,23,27,30,109,32,28,36,18,41,7,9,5,4,3,
9_10,3,8,18,23,26,30,108,33,27,34,18,41,5,10,5,3,4,
10_1,5,7,10,18,23,27,90,32,22,30,16,28,2,3,8,5,4,
10_2,6,11,17,21,25,29,109,35,23,36,14,38,5,6,4,4,4,
10_3,4,11,16,21,27,29,108,33,25,38,16,37,7,5,5,6,2,
10_4,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,
10_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
10_6,5,11,20,23,29,31,119,36,26,40,18,43,6,9,3,6,2,
10_7,6,13,21,25,29,32,126,38,26,42,16,46,7,8,4,4,3,
10_8,2,10,19,24,29,31,115,33,29,39,19,43,8,9,5,5,2,
10_9,3,10,18,22,28,30,111,33,27,38,18,40,7,8,4,6,2,
10_10,2,9,20,25,28,30,114,32,28,37,19,45,7,11,5,3,2,
11_1,4,7,15,17,22,26,91,30,22,29,15,32,3,8,2,5,4,
11_2,3,11,19,23,26,29,111,32,26,37,15,42,8,8,4,3,3,
11_3,5,10,18,22,26,29,110,34,24,36,16,40,5,8,4,4,3,
11_4,4,8,15,20,25,28,100,32,24,33,17,35,4,7,5,5,3,
11_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
11_6,4,7,16,21,23,31,102,35,27,30,16,37,3,9,5,2,8,
11_7,4,8,18,21,26,32,109,36,28,34,18,39,4,10,3,5,6,
11_8,2,6,16,21,25,30,100,32,28,31,19,37,4,10,5,4,5,
11_9,2,6,15,17,24,29,93,31,27,30,18,32,4,9,2,7,5,
11_10,3,6,14,20,25,29,97,32,26,31,19,34,3,8,6,5,4,
12_1,2,5,11,20,22,23,83,25,21,27,17,31,3,6,9,2,1,
12_2,4,8,16,21,25,29,103,33,25,33,17,37,4,8,5,4,4,
12_3,3,8,14,20,26,29,100,32,26,34,18,34,5,6,6,6,3,
12_4,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5,
12_5,4,8,14,19,23,29,97,33,25,31,15,33,4,6,5,4,6,
12_6,5,9,19,24,27,29,113,34,24,36,18,43,4,10,5,3,2,
12_7,4,9,19,23,27,30,112,34,26,36,18,42,5,10,4,4,3,
12_8,3,8,17,23,29,30,110,33,27,37,21,40,5,9,6,6,1,
12_9,3,8,14,20,26,29,100,32,26,34,18,34,5,6,6,6,3,
12_10,3,7,17,24,28,30,109,33,27,35,21,41,4,10,7,4,2,
13_1,2,5,8,14,20,25,74,27,23,25,15,22,3,3,6,6,5,
13_2,7,10,17,24,25,29,112,36,22,35,15,41,3,7,7,1,4,
13_3,2,8,15,21,26,30,102,32,28,34,18,36,6,7,6,5,4,
13_4,3,8,13,19,23,28,94,31,25,31,15,32,5,5,6,4,5,
13_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,
13_6,3,6,18,22,24,31,104,34,28,30,18,40,3,12,4,2,7,
13_7,2,7,20,24,28,31,112,33,29,35,21,44,5,13,4,4,3,
13_8,2,6,17,23,27,30,105,32,28,33,21,40,4,11,6,4,3,
13_9,1,5,14,19,25,29,93,30,28,30,20,33,4,9,5,6,4,
13_10,1,4,15,22,26,28,96,29,27,30,22,37,3,11,7,4,2,
14_1,4,6,12,18,22,23,85,27,19,28,16,30,2,6,6,4,1,
14_2,5,12,19,22,27,31,116,36,26,39,15,41,7,7,3,5,4,
14_3,4,9,14,19,26,29,101,33,25,35,17,33,5,5,5,7,3,
14_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
14_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,
14_6,1,4,19,23,28,32,107,33,31,32,24,42,3,15,4,5,4,
14_7,2,8,17,17,28,33,105,35,31,36,20,34,6,9,0,11,5,
14_8,1,6,19,21,28,31,106,32,30,34,22,40,5,13,2,7,3,
14_9,1,7,15,20,27,30,100,31,29,34,20,35,6,8,5,7,3,
14_10,1,9,16,20,26,28,100,29,27,35,17,36,8,7,4,6,2,
15_1,1,6,12,17,25,28,89,29,27,31,19,29,5,6,5,8,3,
15_2,5,11,17,23,28,31,115,36,26,39,17,40,6,6,6,5,3,
15_3,4,9,16,22,28,29,108,33,25,37,19,38,5,7,6,6,1,
15_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4,
15_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,
15_6,4,9,20,21,28,31,113,35,27,37,19,41,5,11,1,7,3,
15_7,3,8,19,20,28,31,109,34,28,36,20,39,5,11,1,8,3,
15_8,2,8,18,20,28,30,106,32,28,36,20,38,6,10,2,8,2,
15_9,3,9,15,17,27,30,101,33,27,36,18,32,6,6,2,10,3,
15_10,2,8,17,21,26,29,103,31,27,34,18,38,6,9,4,5,3,
16_1,2,5,10,15,20,22,74,24,20,25,15,25,3,5,5,5,2,
16_2,5,11,18,22,25,29,110,34,24,36,14,40,6,7,4,3,4,
16_3,3,10,16,21,27,29,106,32,26,37,17,37,7,6,5,6,2,
16_4,3,7,14,19,24,28,95,31,25,31,17,33,4,7,5,5,4,
16_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
16_6,2,9,20,25,30,32,118,34,30,39,21,45,7,11,5,5,2,
16_7,3,9,20,24,30,32,118,35,29,39,21,44,6,11,4,6,2,
16_8,2,7,16,20,27,30,102,32,28,34,20,36,5,9,4,7,3,
16_9,2,10,15,19,26,30,102,32,28,36,16,34,8,5,4,7,4,
16_10,3,9,17,22,27,30,108,33,27,36,18,39,6,8,5,5,3,
17_1,5,7,12,18,21,25,88,30,20,28,14,30,2,5,6,3,4,
17_2,3,8,17,22,25,29,104,32,26,33,17,39,5,9,5,3,4,
17_3,4,9,15,21,26,29,104,33,25,35,17,36,5,6,6,5,3,
17_4,3,8,14,19,24,28,96,31,25,32,16,33,5,6,5,5,4,
17_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,
17_6,1,8,21,21,26,31,108,32,30,34,18,42,7,13,0,5,5,
17_7,2,8,20,19,27,32,108,34,30,35,19,39,6,12,-1,8,5,
17_8,1,6,19,21,25,30,102,31,29,31,19,40,5,13,2,4,5,
17_9,2,7,18,18,26,30,101,32,28,33,19,36,5,11,0,8,4,
17_10,1,7,17,18,24,29,96,30,28,31,17,35,6,10,1,6,5,
18_1,3,6,10,16,21,28,84,31,25,27,15,26,3,4,6,5,7,
18_2,6,11,19,23,26,30,115,36,24,37,15,42,5,8,4,3,4,
18_3,4,8,15,21,26,29,103,33,25,34,18,36,4,7,6,5,3,
18_4,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,
18_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
18_6,1,4,13,17,24,29,88,30,28,28,20,30,3,9,4,7,5,
18_7,2,6,12,17,25,29,91,31,27,31,19,29,4,6,5,8,4,
18_8,1,4,12,16,24,30,87,31,29,28,20,28,3,8,4,8,6,
18_9,1,4,11,16,23,27,82,28,26,27,19,27,3,7,5,7,4,
18_10,1,4,12,19,24,28,88,29,27,28,20,31,3,8,7,5,4,
19_1,6,8,13,20,23,28,98,34,22,31,15,33,2,5,7,3,5,
19_2,5,10,18,23,27,29,112,34,24,37,17,41,5,8,5,4,2,
19_3,2,7,14,19,25,29,96,31,27,32,18,33,5,7,5,6,4,
19_4,3,7,13,18,23,28,92,31,25,30,16,31,4,6,5,5,5,
19_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,
19_6,2,7,14,16,23,31,93,33,29,30,16,30,5,7,2,7,8,
19_7,2,7,15,18,25,31,98,33,29,32,18,33,5,8,3,7,6,
19_8,1,5,11,15,25,29,86,30,28,30,20,26,4,6,4,10,4,
19_9,0,4,9,18,27,29,87,29,29,31,23,27,4,5,9,9,2,
19_10,1,5,10,18,25,28,87,29,27,30,20,28,4,5,8,7,3,
20_1,5,7,14,18,22,27,93,32,22,29,15,32,2,7,4,4,5,
20_2,4,9,18,22,28,30,111,34,26,37,19,40,5,9,4,6,2,
20_3,2,8,15,20,26,28,99,30,26,34,18,35,6,7,5,6,2,
20_4,3,8,14,19,24,29,97,32,26,32,16,33,5,6,5,5,5,
20_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,
20_6,2,8,18,21,26,30,105,32,28,34,18,39,6,10,3,5,4,
20_7,2,8,20,23,27,31,111,33,29,35,19,43,6,12,3,4,4,
20_8,2,7,17,22,25,29,102,31,27,32,18,39,5,10,5,3,4,
20_9,1,9,17,21,27,30,105,31,29,36,18,38,8,8,4,6,3,
20_10,1,9,15,22,25,28,100,29,27,34,16,37,8,6,7,3,3,
21_1,3,7,17,19,24,28,98,31,25,31,17,36,4,10,2,5,4,
21_2,3,7,17,21,25,29,102,32,26,32,18,38,4,10,4,4,4,
21_3,3,8,16,22,27,29,105,32,26,35,19,38,5,8,6,5,2,
21_4,3,8,14,19,24,29,97,32,26,32,16,33,5,6,5,5,5,
21_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
21_6,2,9,16,20,24,31,102,33,29,33,15,36,7,7,4,4,7,
21_7,2,9,16,21,24,31,103,33,29,33,15,37,7,7,5,3,7,
21_8,1,8,15,20,21,30,95,31,29,29,13,35,7,7,5,1,9,
21_9,1,7,12,20,22,29,91,30,28,29,15,32,6,5,8,2,7,
21_10,1,7,13,20,21,28,90,29,27,28,14,33,6,6,7,1,7,
22_1,4,8,14,20,22,27,95,31,23,30,14,34,4,6,6,2,5,
22_2,7,11,18,20,23,29,108,36,22,34,12,38,4,7,2,3,6,
22_3,5,10,16,21,27,29,108,34,24,37,17,37,5,6,5,6,2,
22_4,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4,
22_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
22_6,3,8,14,17,26,32,100,35,29,34,18,31,5,6,3,9,6,
22_7,3,8,16,20,27,32,106,35,29,35,19,36,5,8,4,7,5,
22_8,3,8,16,21,28,32,108,35,29,36,20,37,5,8,5,7,4,
22_9,5,11,16,21,23,29,105,34,24,34,12,37,6,5,5,2,6,
22_10,3,7,16,21,26,31,104,34,28,33,19,37,4,9,5,5,5,
23_1,4,9,15,20,24,26,98,30,22,33,15,35,5,6,5,4,2,
23_2,4,9,18,21,24,28,104,32,24,33,15,39,5,9,3,3,4,
23_3,3,8,15,20,26,29,101,32,26,34,18,35,5,7,5,6,3,
23_4,3,7,13,18,23,28,92,31,25,30,16,31,4,6,5,5,5,
23_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
23_6,3,5,16,22,26,28,100,31,25,31,21,38,2,11,6,4,2,
23_7,2,5,15,22,27,29,100,31,27,32,22,37,3,10,7,5,2,
23_8,3,6,16,19,25,28,97,31,25,31,19,35,3,10,3,6,3,
23_9,2,6,13,16,23,27,87,29,25,29,17,29,4,7,3,7,4,
23_10,2,6,16,22,25,28,99,30,26,31,19,38,4,10,6,3,3,
24_1,1,4,14,18,20,23,80,24,22,24,16,32,3,10,4,2,3,
24_2,4,8,17,21,25,28,103,32,24,33,17,38,4,9,4,4,3,
24_3,3,9,15,21,27,29,104,32,26,36,18,36,6,6,6,6,2,
24_4,3,8,13,18,24,29,95,32,26,32,16,31,5,5,5,6,5,
24_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
24_6,5,10,18,24,28,31,116,36,26,38,18,42,5,8,6,4,3,
24_7,4,9,18,22,29,30,112,34,26,38,20,40,5,9,4,7,1,
24_8,5,10,18,22,26,30,111,35,25,36,16,40,5,8,4,4,4,
24_9,3,8,14,17,23,27,92,30,24,31,15,31,5,6,3,6,4,
24_10,3,8,14,21,27,29,102,32,26,35,19,35,5,6,7,6,2,
25_1,2,4,8,14,18,23,69,25,21,22,14,22,2,4,6,4,5,
25_2,4,10,18,23,26,29,110,33,25,36,16,41,6,8,5,3,3,
25_3,3,8,15,19,27,30,102,33,27,35,19,34,5,7,4,8,3,
25_4,3,8,14,19,24,28,96,31,25,32,16,33,5,6,5,5,4,
25_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
25_6,4,8,15,20,27,29,103,33,25,35,19,35,4,7,5,7,2,
25_7,4,9,17,20,26,28,104,32,24,35,17,37,5,8,3,6,2,
25_8,3,7,14,21,26,28,99,31,25,33,19,35,4,7,7,5,2,
25_9,3,8,15,19,25,27,97,30,24,33,17,34,5,7,4,6,2,
25_10,2,8,18,21,26,29,104,31,27,34,18,39,6,10,3,5,3,
26_1,3,4,12,19,22,25,85,28,22,26,18,31,1,8,7,3,3,
26_2,5,10,18,23,26,28,110,33,23,36,16,41,5,8,5,3,2,
26_3,2,6,14,21,26,29,98,31,27,32,20,35,4,8,7,5,3,
26_4,3,8,14,20,25,28,98,31,25,33,17,34,5,6,6,5,3,
26_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,
26_6,2,7,18,22,29,33,111,35,31,36,22,40,5,11,4,7,4,
26_7,1,7,19,23,30,33,113,34,32,37,23,42,6,12,4,7,3,
26_8,2,5,19,23,28,32,109,34,30,33,23,42,3,14,4,5,4,
26_9,2,6,15,20,26,30,99,32,28,32,20,35,4,9,5,6,4,
26_10,1,6,17,22,26,29,101,30,28,32,20,39,5,11,5,4,3,
27_1,3,6,12,15,21,25,82,28,22,27,15,27,3,6,3,6,4,
27_2,5,9,17,22,25,29,107,34,24,34,16,39,4,8,5,3,4,
27_3,4,8,15,21,25,28,101,32,24,33,17,36,4,7,6,4,3,
27_4,4,7,13,18,22,28,92,32,24,29,15,31,3,6,5,4,6,
27_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,
27_6,3,10,15,20,29,33,110,36,30,39,19,35,7,5,5,9,4,
27_7,5,10,16,21,31,33,116,38,28,41,21,37,5,6,5,10,2,
27_8,1,6,12,18,26,31,94,32,30,32,20,30,5,6,6,8,5,
27_9,3,8,15,18,26,30,100,33,27,34,18,33,5,7,3,8,4,
27_10,2,8,16,21,25,29,101,31,27,33,17,37,6,8,5,4,4,
28_1,3,4,12,16,21,25,81,28,22,25,17,28,1,8,4,5,4,
28_2,6,9,18,22,26,30,111,36,24,35,17,40,3,9,4,4,4,
28_3,3,9,15,20,27,29,103,32,26,36,18,35,6,6,5,7,2,
28_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
28_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,
28_6,2,9,19,22,27,30,109,32,28,36,18,41,7,10,3,5,3,
28_7,4,9,18,22,26,30,109,34,26,35,17,40,5,9,4,4,4,
28_8,3,8,16,19,26,30,102,33,27,34,18,35,5,8,3,7,4,
28_9,4,9,16,20,25,30,104,34,26,34,16,36,5,7,4,5,5,
28_10,4,10,17,22,26,30,109,34,26,36,16,39,6,7,5,4,4,
29_1,5,7,14,22,25,29,102,34,24,32,18,36,2,7,8,3,4,
29_2,5,8,17,23,27,29,109,34,24,35,19,40,3,9,6,4,2,
29_3,5,9,15,21,27,29,106,34,24,36,18,36,4,6,6,6,2,
29_4,4,7,13,19,24,29,96,33,25,31,17,32,3,6,6,5,5,
29_5,4,8,14,19,23,28,96,32,24,31,15,33,4,6,5,4,5,
29_6,6,11,16,19,28,33,113,39,27,39,17,35,5,5,3,9,5,
29_7,4,9,14,17,28,31,103,35,27,37,19,31,5,5,3,11,3,
29_8,3,8,15,19,28,30,103,33,27,36,20,34,5,7,4,9,2,
29_9,3,7,14,19,24,27,94,30,24,31,17,33,4,7,5,5,3,
29_10,3,8,17,20,26,28,102,31,25,34,18,37,5,9,3,6,2,
30_1,2,5,11,16,19,25,78,27,23,24,14,27,3,6,5,3,6,
30_2,4,10,16,20,25,29,104,33,25,35,15,36,6,6,4,5,4,
30_3,2,7,15,20,26,29,99,31,27,33,19,35,5,8,5,6,3,
30_4,4,7,13,19,24,29,96,33,25,31,17,32,3,6,6,5,5,
30_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,
30_6,1,8,19,22,25,29,104,30,28,33,17,41,7,11,3,3,4,
30_7,2,12,20,23,26,29,112,31,27,38,14,43,10,8,3,3,3,
30_8,1,7,17,22,25,28,100,29,27,32,18,39,6,10,5,3,3,
30_9,2,9,15,18,25,28,97,30,26,34,16,33,7,6,3,7,3,
30_10,1,8,18,22,25,28,102,29,27,33,17,40,7,10,4,3,3,
31_1,2,4,13,17,19,24,79,26,22,23,15,30,2,9,4,2,5,
31_2,4,9,15,22,26,29,105,33,25,35,17,37,5,6,7,4,3,
31_3,3,7,13,19,26,29,97,32,26,33,19,32,4,6,6,7,3,
31_4,4,8,14,20,24,28,98,32,24,32,16,34,4,6,6,4,4,
31_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
31_6,3,8,16,20,24,30,101,33,27,32,16,36,5,8,4,4,6,
31_7,2,9,19,23,27,31,111,33,29,36,18,42,7,10,4,4,4,
31_8,2,6,17,24,27,30,106,32,28,33,21,41,4,11,7,3,3,
31_9,1,7,16,22,25,29,100,30,28,32,18,38,6,9,6,3,4,
31_10,1,6,15,24,26,27,99,28,26,32,20,39,5,9,9,2,1,
32_1,3,4,13,15,19,23,77,26,20,23,15,28,1,9,2,4,4,
32_2,3,9,18,21,24,29,104,32,26,33,15,39,6,9,3,3,5,
32_3,4,8,15,20,27,29,103,33,25,35,19,35,4,7,5,7,2,
32_4,3,8,14,19,24,29,97,32,26,32,16,33,5,6,5,5,5,
32_5,4,8,14,19,23,29,97,33,25,31,15,33,4,6,5,4,6,
32_6,4,7,19,22,28,32,112,36,28,35,21,41,3,12,3,6,4,
32_7,3,7,21,23,30,32,116,35,29,37,23,44,4,14,2,7,2,
32_8,2,7,18,21,28,31,107,33,29,35,21,39,5,11,3,7,3,
32_9,2,7,16,19,27,31,102,33,29,34,20,35,5,9,3,8,4,
32_10,1,6,16,19,27,30,99,31,29,33,21,35,5,10,3,8,3,
33_1,2,4,12,15,16,25,74,27,23,20,12,27,2,8,3,1,9,
33_2,2,9,18,22,26,30,107,32,28,35,17,40,7,9,4,4,4,
33_3,3,8,15,20,27,30,103,33,27,35,19,35,5,7,5,7,3,
33_4,3,8,13,19,24,28,95,31,25,32,16,32,5,5,6,5,4,
33_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
33_6,2,9,16,21,26,31,105,33,29,35,17,37,7,7,5,5,5,
33_7,2,12,17,21,26,31,109,33,29,38,14,38,10,5,4,5,5,
33_8,2,8,14,20,26,30,100,32,28,34,18,34,6,6,6,6,4,
33_9,2,10,13,18,25,30,98,32,28,35,15,31,8,3,5,7,5,
33_10,1,8,14,20,26,30,99,31,29,34,18,34,7,6,6,6,4,
34_1,3,7,14,19,22,26,91,29,23,29,15,33,4,7,5,3,4,
34_2,5,11,19,24,28,30,117,35,25,39,17,43,6,8,5,4,2,
34_3,3,7,16,20,27,29,102,32,26,34,20,36,4,9,4,7,2,
34_4,3,8,14,19,24,29,97,32,26,32,16,33,5,6,5,5,5,
34_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
34_6,4,11,21,27,28,31,122,35,27,39,17,48,7,10,6,1,3,
34_7,4,12,23,27,29,31,126,35,27,41,17,50,8,11,4,2,2,
34_8,3,9,20,25,28,31,116,34,28,37,19,45,6,11,5,3,3,
34_9,4,11,19,21,27,30,112,34,26,38,16,40,7,8,2,6,3,
34_10,4,10,20,24,27,30,115,34,26,37,17,44,6,10,4,3,3,
35_1,3,6,13,17,21,26,86,29,23,27,15,30,3,7,4,4,5,
35_2,4,11,17,21,25,30,108,34,26,36,14,38,7,6,4,4,5,
35_3,4,10,16,20,26,29,105,33,25,36,16,36,6,6,4,6,3,
35_4,4,8,14,18,24,28,96,32,24,32,16,32,4,6,4,6,4,
35_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,
35_6,2,4,12,20,27,30,95,32,28,31,23,32,2,8,8,7,3,
35_7,3,6,14,20,28,32,103,35,29,34,22,34,3,8,6,8,4,
35_8,1,3,13,21,27,30,95,31,29,30,24,34,2,10,8,6,3,
35_9,1,6,14,20,27,29,97,30,28,33,21,34,5,8,6,7,2,
35_10,1,4,16,22,27,29,99,30,28,31,23,38,3,12,6,5,2,
36_1,5,9,15,19,25,29,102,34,24,34,16,34,4,6,4,6,4,
36_2,6,12,19,23,26,30,116,36,24,38,14,42,6,7,4,3,4,
36_3,4,9,17,21,27,29,107,33,25,36,18,38,5,8,4,6,2,
36_4,4,9,15,19,25,29,101,33,25,34,16,34,5,6,4,6,4,
