row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
9_6,4,10,12,17,22,26,91,30,22,32,12,29,6,2,5,5,4
9_7,1,11,17,21,26,29,105,30,28,37,15,38,10,6,4,5,3
9_8,1,6,12,18,20,27,84,28,26,26,14,30,5,6,6,2,7
9_9,1,9,12,17,22,28,89,29,27,31,13,29,8,3,5,5,6
9_10,5,11,14,18,22,30,100,35,25,33,11,32,6,3,4,4,8
10_1,6,6,11,19,24,27,93,33,21,30,18,30,0,5,8,5,3
10_2,4,5,14,16,18,27,84,31,23,23,13,30,1,9,2,2,9
10_3,4,7,16,20,24,30,101,34,26,31,17,36,3,9,4,4,6
10_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
10_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
10_6,3,13,14,18,25,32,105,35,29,38,12,32,10,1,4,7,7
10_7,2,12,15,22,28,32,111,34,30,40,16,37,10,3,7,6,4
10_8,3,11,19,21,26,30,110,33,27,37,15,40,8,8,2,5,4
10_9,4,11,16,19,25,29,104,33,25,36,14,35,7,5,3,6,4
10_10,4,8,15,17,23,28,95,32,24,31,15,32,4,7,2,6,5
11_1,9,11,12,18,24,26,100,35,17,35,13,30,2,1,6,6,2
11_2,4,6,12,15,19,24,80,28,20,25,13,27,2,6,3,4,5
11_3,4,6,16,20,23,30,99,34,26,29,17,36,2,10,4,3,7
11_4,4,9,15,20,24,29,101,33,25,33,15,35,5,6,5,4,5
11_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
11_6,4,9,14,18,23,27,95,31,23,32,14,32,5,5,4,5,4
11_7,3,7,17,21,26,29,103,32,26,33,19,38,4,10,4,5,3
11_8,1,5,12,18,23,29,88,30,28,28,18,30,4,7,6,5,6
11_9,2,6,11,18,24,28,89,30,26,30,18,29,4,5,7,6,4
11_10,6,9,11,17,23,27,93,33,21,32,14,28,3,2,6,6,4
12_1,10,9,12,20,25,26,102,36,16,34,16,32,-1,3,8,5,1
12_2,8,8,13,17,21,27,94,35,19,29,13,30,0,5,4,4,6
12_3,5,7,15,18,23,30,98,35,25,30,16,33,2,8,3,5,7
12_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
12_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
12_6,3,9,16,20,25,29,102,32,26,34,16,36,6,7,4,5,4
12_7,3,9,19,24,26,30,111,33,27,35,17,43,6,10,5,2,4
12_8,2,6,14,17,20,27,86,29,25,26,14,31,4,8,3,3,7
12_9,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5
12_10,4,8,12,18,22,30,94,34,26,30,14,30,4,4,6,4,8
13_1,8,13,17,21,26,30,115,38,22,39,13,38,5,4,4,5,4
13_2,4,5,13,18,19,27,86,31,23,24,14,31,1,8,5,1,8
13_3,3,6,15,21,24,30,99,33,27,30,18,36,3,9,6,3,6
13_4,4,8,14,20,25,29,100,33,25,33,17,34,4,6,6,5,4
13_5,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5
13_6,3,10,17,22,27,30,109,33,27,37,17,39,7,7,5,5,3
13_7,1,8,20,25,26,28,108,29,27,34,18,45,7,12,5,1,2
13_8,2,8,14,17,23,28,92,30,26,31,15,31,6,6,3,6,5
13_9,3,8,11,15,23,28,88,31,25,31,15,26,5,3,4,8,5
13_10,3,11,13,17,22,28,94,31,25,33,11,30,8,2,4,5,6
14_1,11,11,13,20,25,26,106,37,15,36,14,33,0,2,7,5,1
14_2,4,7,11,14,15,22,73,26,18,22,8,25,3,4,3,1,7
14_3,4,8,14,19,23,29,97,33,25,31,15,33,4,6,5,4,6
14_4,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5
14_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
14_6,3,10,17,20,23,30,103,33,27,33,13,37,7,7,3,3,7
14_7,3,6,17,23,24,30,103,33,27,30,18,40,3,11,6,1,6
14_8,2,6,10,15,18,26,77,28,24,24,12,25,4,4,5,3,8
14_9,4,7,10,17,20,27,85,31,23,27,13,27,3,3,7,3,7
14_10,3,9,11,16,21,27,87,30,24,30,12,27,6,2,5,5,6
15_1,9,12,14,23,27,28,113,37,19,39,15,37,3,2,9,4,1
15_2,5,6,13,18,21,27,90,32,22,27,15,31,1,7,5,3,6
15_3,5,8,15,21,26,30,105,35,25,34,18,36,3,7,6,5,4
15_4,4,9,15,20,25,29,102,33,25,34,16,35,5,6,5,5,4
15_5,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5
15_6,5,9,10,14,21,23,82,28,18,30,12,24,4,1,4,7,2
15_7,3,6,13,17,25,26,90,29,23,31,19,30,3,7,4,8,1
15_8,1,5,9,16,25,28,84,29,27,30,20,25,4,4,7,9,3
15_9,2,7,9,15,25,26,84,28,24,32,18,24,5,2,6,10,1
15_10,4,10,12,17,23,26,92,30,22,33,13,29,6,2,5,6,3
16_1,6,8,11,18,23,25,91,31,19,31,15,29,2,3,7,5,2
16_2,7,7,13,17,21,27,92,34,20,28,14,30,0,6,4,4,6
16_3,4,6,13,18,22,29,92,33,25,28,16,31,2,7,5,4,7
16_4,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5
16_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
16_6,3,6,11,16,21,30,87,33,27,27,15,27,3,5,5,5,9
16_7,3,4,13,18,23,28,89,31,25,27,19,31,1,9,5,5,5
16_8,3,6,12,15,20,29,85,32,26,26,14,27,3,6,3,5,9
16_9,3,7,11,18,22,29,90,32,26,29,15,29,4,4,7,4,7
16_10,4,7,11,15,22,28,87,32,24,29,15,26,3,4,4,7,6
17_1,10,12,14,20,25,27,108,37,17,37,13,34,2,2,6,5,2
17_2,4,7,12,16,19,24,82,28,20,26,12,28,3,5,4,3,5
17_3,4,8,13,18,21,30,94,34,26,29,13,31,4,5,5,3,9
17_4,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5
17_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
17_6,0,4,15,21,23,28,91,28,28,27,19,36,4,11,6,2,5
17_7,0,6,12,19,24,29,90,29,29,30,18,31,6,6,7,5,5
17_8,2,7,11,15,20,29,84,31,27,27,13,26,5,4,4,5,9
17_9,4,9,11,16,21,27,88,31,23,30,12,27,5,2,5,5,6
17_10,6,11,14,17,24,29,101,35,23,35,13,31,5,3,3,7,5
18_1,7,9,11,19,22,27,95,34,20,31,13,30,2,2,8,3,5
18_2,4,6,12,16,18,26,82,30,22,24,12,28,2,6,4,2,8
18_3,5,6,13,20,23,29,96,34,24,29,17,33,1,7,7,3,6
18_4,5,8,13,20,24,29,99,34,24,32,16,33,3,5,7,4,5
18_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
18_6,4,9,12,12,25,31,93,35,27,34,16,24,5,3,0,13,6
18_7,3,9,15,17,23,28,95,31,25,32,14,32,6,6,2,6,5
18_8,2,5,10,14,19,29,79,31,27,24,14,24,3,5,4,5,10
18_9,2,6,10,15,22,28,83,30,26,28,16,25,4,4,5,7,6
18_10,3,7,8,12,18,28,76,31,25,25,11,20,4,1,4,6,10
19_1,10,11,13,19,23,29,105,39,19,34,12,32,1,2,6,4,6
19_2,7,9,13,18,20,27,94,34,20,29,11,31,2,4,5,2,7
19_3,4,7,16,21,23,31,102,35,27,30,16,37,3,9,5,2,8
19_4,4,9,14,20,24,30,101,34,26,33,15,34,5,5,6,4,6
19_5,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5
19_6,3,10,12,14,23,28,90,31,25,33,13,26,7,2,2,9,5
19_7,4,10,13,18,24,29,98,33,25,34,14,31,6,3,5,6,5
19_8,2,7,14,15,21,26,85,28,24,28,14,29,5,7,1,6,5
19_9,3,8,12,14,21,25,83,28,22,29,13,26,5,4,2,7,4
19_10,3,8,12,16,22,27,88,30,24,30,14,28,5,4,4,6,5
20_1,9,11,12,18,25,28,103,37,19,36,14,30,2,1,6,7,3
20_2,5,8,13,16,17,26,85,31,21,25,9,29,3,5,3,1,9
20_3,5,6,15,20,25,31,102,36,26,31,19,35,1,9,5,5,6
20_4,5,9,15,21,26,29,105,34,24,35,17,36,4,6,6,5,3
20_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
20_6,3,9,15,15,21,28,91,31,25,30,12,30,6,6,0,6,7
20_7,1,8,16,17,21,28,91,29,27,29,13,33,7,8,1,4,7
20_8,3,6,13,17,22,26,87,29,23,28,16,30,3,7,4,5,4
20_9,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
20_10,5,10,13,15,23,28,94,33,23,33,13,28,5,3,2,8,5
21_1,7,8,11,15,22,24,87,31,17,30,14,26,1,3,4,7,2
21_2,6,7,12,16,18,25,84,31,19,25,11,28,1,5,4,2,7
21_3,4,7,13,18,22,29,93,33,25,29,15,31,3,6,5,4,7
21_4,3,9,14,20,24,29,99,32,26,33,15,34,6,5,6,4,5
21_5,4,8,13,19,23,28,95,32,24,31,15,32,4,5,6,4,5
21_6,2,3,8,14,19,27,73,29,25,22,16,22,1,5,6,5,8
21_7,1,3,10,17,21,28,80,29,27,24,18,27,2,7,7,4,7
21_8,3,6,11,19,22,29,90,32,26,28,16,30,3,5,8,3,7
21_9,2,4,9,15,18,27,75,29,25,22,14,24,2,5,6,3,9
21_10,3,5,9,15,20,28,80,31,25,25,15,24,2,4,6,5,8
22_1,7,9,10,19,25,27,97,34,20,34,16,29,2,1,9,6,2
22_2,2,5,12,16,19,25,79,27,23,24,14,28,3,7,4,3,6
22_3,4,7,15,18,23,28,95,32,24,30,16,33,3,8,3,5,5
22_4,4,9,14,21,25,29,102,33,25,34,16,35,5,5,7,4,4
22_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
22_6,1,5,10,16,22,28,82,29,27,27,17,26,4,5,6,6,6
22_7,1,5,10,18,24,29,87,30,28,29,19,28,4,5,8,6,5
22_8,1,5,9,15,22,29,81,30,28,27,17,24,4,4,6,7,7
22_9,2,6,10,16,22,28,84,30,26,28,16,26,4,4,6,6,6
22_10,3,9,13,17,23,30,95,33,27,32,14,30,6,4,4,6,7
23_1,9,11,12,18,23,27,100,36,18,34,12,30,2,1,6,5,4
23_2,5,7,13,17,19,26,87,31,21,26,12,30,2,6,4,2,7
23_3,4,5,13,19,22,30,93,34,26,27,17,32,1,8,6,3,8
23_4,5,9,14,20,24,29,101,34,24,33,15,34,4,5,6,4,5
23_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
23_6,2,8,16,20,24,30,100,32,28,32,16,36,6,8,4,4,6
23_7,2,6,14,21,24,28,95,30,26,30,18,35,4,8,7,3,4
23_8,2,6,12,17,19,28,84,30,26,25,13,29,4,6,5,2,9
23_9,3,8,11,18,20,29,89,32,26,28,12,29,5,3,7,2,9
23_10,4,8,13,17,23,28,93,32,24,31,15,30,4,5,4,6,5
24_1,7,9,10,17,22,26,91,33,19,31,13,27,2,1,7,5,4
24_2,7,10,13,19,21,27,97,34,20,31,11,32,3,3,6,2,6
24_3,6,9,17,21,25,31,109,37,25,34,16,38,3,8,4,4,6
24_4,6,10,15,20,25,29,105,35,23,35,15,35,4,5,5,5,4
24_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
24_6,2,7,8,14,16,26,73,28,24,23,9,22,5,1,6,2,10
24_7,2,6,8,14,18,24,72,26,22,24,12,22,4,2,6,4,6
24_8,3,8,9,14,19,24,77,27,21,27,11,23,5,1,5,5,5
24_9,3,9,11,15,21,26,85,29,23,30,12,26,6,2,4,6,5
24_10,2,9,10,14,20,25,80,27,23,29,11,24,7,1,4,6,5
25_1,8,9,10,18,23,25,93,33,17,32,14,28,1,1,8,5,2
25_2,4,5,15,20,20,27,91,31,23,25,15,35,1,10,5,0,7
25_3,5,7,15,18,22,29,96,34,24,29,15,33,2,8,3,4,7
25_4,6,10,15,20,25,29,105,35,23,35,15,35,4,5,5,5,4
25_5,5,9,14,19,23,28,98,33,23,32,14,33,4,5,5,4,5
25_6,3,10,15,18,21,30,97,33,27,31,11,33,7,5,3,3,9
25_7,2,6,14,20,23,30,95,32,28,29,17,34,4,8,6,3,7
25_8,4,7,15,17,22,28,93,32,24,29,15,32,3,8,2,5,6
25_9,4,8,12,17,22,28,91,32,24,30,14,29,4,4,5,5,6
25_10,5,10,13,17,22,28,95,33,23,32,12,30,5,3,4,5,6
26_1,9,11,11,21,25,29,106,38,20,36,14,32,2,0,10,4,4
26_2,6,9,14,19,21,28,97,34,22,30,12,33,3,5,5,2,7
26_3,5,8,16,20,24,31,104,36,26,32,16,36,3,8,4,4,7
26_4,5,10,15,20,25,29,104,34,24,35,15,35,5,5,5,5,4
26_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5
26_6,1,6,13,17,22,28,87,29,27,28,16,30,5,7,4,5,6
26_7,2,8,16,22,25,28,101,30,26,33,17,38,6,8,6,3,3
26_8,1,6,12,18,22,30,89,31,29,28,16,30,5,6,6,4,8
26_9,2,6,12,17,22,31,90,33,29,28,16,29,4,6,5,5,9
26_10,4,10,13,18,23,30,98,34,26,33,13,31,6,3,5,5,7
27_1,8,10,10,17,22,27,94,35,19,32,12,27,2,0,7,5,5
27_2,5,5,12,18,21,28,89,33,23,26,16,30,0,7,6,3,7
27_3,4,7,14,18,22,29,94,33,25,29,15,32,3,7,4,4,7
27_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4
27_5,4,8,13,18,23,29,95,33,25,31,15,31,4,5,5,5,6
27_6,5,12,14,17,19,24,91,29,19,31,7,31,7,2,3,2,5
27_7,3,7,11,20,23,29,93,32,26,30,16,31,4,4,9,3,6
27_8,4,9,13,18,20,27,91,31,23,29,11,31,5,4,5,2,7
27_9,4,9,12,18,21,26,90,30,22,30,12,30,5,3,6,3,5
27_10,4,10,14,19,22,28,97,32,24,32,12,33,6,4,5,3,6
28_1,8,10,11,18,24,28,99,36,20,34,14,29,2,1,7,6,4
28_2,7,9,14,21,24,28,103,35,21,33,15,35,2,5,7,3,4
28_3,5,8,16,19,24,30,102,35,25,32,16,35,3,8,3,5,6
28_4,4,8,14,20,25,29,100,33,25,33,17,34,4,6,6,5,4
28_5,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4
28_6,7,7,14,16,22,25,91,32,18,29,15,30,0,7,2,6,3
28_7,4,8,19,20,24,27,102,31,23,32,16,39,4,11,1,4,3
28_8,4,6,11,15,19,24,79,28,20,25,13,26,2,5,4,4,5
28_9,4,6,11,15,21,26,83,30,22,27,15,26,2,5,4,6,5
28_10,4,7,11,14,20,26,82,30,22,27,13,25,3,4,3,6,6
29_1,9,11,12,20,27,28,107,37,19,38,16,32,2,1,8,7,1
29_2,5,6,12,16,18,27,84,32,22,24,12,28,1,6,4,2,9
29_3,4,7,17,20,24,31,103,35,27,31,17,37,3,10,3,4,7
29_4,4,9,15,21,25,30,104,34,26,34,16,36,5,6,6,4,5
29_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
29_6,4,10,16,21,25,30,106,34,26,35,15,37,6,6,5,4,5
29_7,2,5,13,18,25,29,92,31,27,30,20,31,3,8,5,7,4
29_8,3,7,12,16,19,27,84,30,24,26,12,28,4,5,4,3,8
29_9,4,9,13,17,23,29,95,33,25,32,14,30,5,4,4,6,6
29_10,6,11,14,17,21,28,97,34,22,32,10,31,5,3,3,4,7
30_1,10,13,15,19,24,27,108,37,17,37,11,34,3,2,4,5,3
30_2,6,9,10,17,21,27,90,33,21,30,12,27,3,1,7,4,6
30_3,5,9,16,21,25,31,107,36,26,34,16,37,4,7,5,4,6
30_4,4,9,14,20,25,30,102,34,26,34,16,34,5,5,6,5,5
30_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
30_6,5,8,14,21,25,29,102,34,24,33,17,35,3,6,7,4,4
30_7,3,7,17,22,25,29,103,32,26,32,18,39,4,10,5,3,4
30_8,2,6,16,20,24,29,97,31,27,30,18,36,4,10,4,4,5
30_9,4,7,14,19,24,29,97,33,25,31,17,33,3,7,5,5,5
30_10,6,10,14,18,24,28,100,34,22,34,14,32,4,4,4,6,4
31_1,9,13,17,20,23,28,110,37,19,36,10,37,4,4,3,3,5
31_2,4,6,10,13,17,27,77,31,23,23,11,23,2,4,3,4,10
31_3,3,6,14,17,22,29,91,32,26,28,16,31,3,8,3,5,7
31_4,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5
31_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6
31_6,3,6,13,17,23,30,92,33,27,29,17,30,3,7,4,6,7
31_7,4,8,15,20,24,27,98,31,23,32,16,35,4,7,5,4,3
31_8,2,8,12,15,18,28,83,30,26,26,10,27,6,4,3,3,10
31_9,4,9,11,16,20,28,88,32,24,29,11,27,5,2,5,4,8
31_10,3,10,13,17,22,29,94,32,26,32,12,30,7,3,4,5,7
32_1,10,11,12,18,24,27,102,37,17,35,13,30,1,1,6,6,3
32_2,7,8,12,16,19,25,87,32,18,27,11,28,1,4,4,3,6
32_3,6,8,14,18,23,30,99,36,24,31,15,32,2,6,4,5,7
32_4,5,9,15,19,25,30,103,35,25,34,16,34,4,6,4,6,5
32_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
32_6,3,10,9,14,23,27,86,30,24,33,13,23,7,-1,5,9,4
32_7,2,11,16,16,24,27,96,29,25,35,13,32,9,5,0,8,3
32_8,3,8,10,13,22,28,84,31,25,30,14,23,5,2,3,9,6
32_9,3,9,11,15,21,27,86,30,24,30,12,26,6,2,4,6,6
32_10,4,10,10,15,22,27,88,31,23,32,12,25,6,0,5,7,5
33_1,9,11,15,24,27,31,117,40,22,38,16,39,2,4,9,3,4
33_2,7,9,14,19,22,27,98,34,20,31,13,33,2,5,5,3,5
33_3,4,7,15,19,23,30,98,34,26,30,16,34,3,8,4,4,7
33_4,4,9,15,20,25,29,102,33,25,34,16,35,5,6,5,5,4
33_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
33_6,3,8,13,18,20,27,89,30,24,28,12,31,5,5,5,2,7
33_7,3,8,15,20,22,29,97,32,26,30,14,35,5,7,5,2,7
33_8,2,6,9,13,19,26,75,28,24,25,13,22,4,3,4,6,7
33_9,3,6,9,14,22,28,82,31,25,28,16,23,3,3,5,8,6
33_10,3,8,11,15,23,29,89,32,26,31,15,26,5,3,4,8,6
34_1,9,10,13,19,25,28,104,37,19,35,15,32,1,3,6,6,3
34_2,4,5,14,16,19,28,86,32,24,24,14,30,1,9,2,3,9
34_3,3,7,14,17,22,29,92,32,26,29,15,31,4,7,3,5,7
34_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
34_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
34_6,1,7,12,19,23,31,93,32,30,30,16,31,6,5,7,4,8
34_7,1,4,11,20,24,27,87,28,26,28,20,31,3,7,9,4,3
34_8,1,6,11,15,19,28,80,29,27,25,13,26,5,5,4,4,9
34_9,3,8,11,15,19,28,84,31,25,27,11,26,5,3,4,4,9
34_10,4,9,11,14,20,28,86,32,24,29,11,25,5,2,3,6,8
35_1,9,10,11,18,23,27,98,36,18,33,13,29,1,1,7,5,4
35_2,5,6,12,16,19,25,83,30,20,25,13,28,1,6,4,3,6
35_3,4,6,14,19,24,30,97,34,26,30,18,33,2,8,5,5,6
35_4,5,9,14,20,25,30,103,35,25,34,16,34,4,5,6,5,5
35_5,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5
35_6,2,8,14,15,24,29,92,31,27,32,16,29,6,6,1,9,5
35_7,1,5,15,18,27,29,95,30,28,32,22,33,4,10,3,9,2
35_8,1,6,12,14,20,28,81,29,27,26,14,26,5,6,2,6,8
35_9,3,7,11,15,20,28,84,31,25,27,13,26,4,4,4,5,8
35_10,3,10,11,16,21,28,89,31,25,31,11,27,7,1,5,5,7
36_1,11,12,16,21,25,29,114,40,18,37,13,37,1,4,5,4,4
36_2,4,6,11,16,20,26,83,30,22,26,14,27,2,5,5,4,6
36_3,5,8,16,22,26,31,108,36,26,34,18,38,3,8,6,4,5
36_4,5,10,15,20,25,29,104,34,24,35,15,35,5,5,5,5,4
36_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
36_6,3,12,15,17,23,31,101,34,28,35,11,32,9,3,2,6,8
36_7,1,9,15,21,25,31,102,32,30,34,16,36,8,6,6,4,6
36_8,3,8,13,16,21,27,88,30,24,29,13,29,5,5,3,5,6
36_9,3,10,11,16,21,27,88,30,24,31,11,27,7,1,5,5,6
36_10,4,11,13,17,23,28,96,32,24,34,12,30,7,2,4,6,5
37_1,11,13,14,20,24,28,110,39,17,37,11,34,2,1,6,4,4
37_2,8,10,13,19,21,29,100,37,21,31,11,32,2,3,6,2,8
37_3,6,8,15,20,23,30,102,36,24,31,15,35,2,7,5,3,7
