row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
20_1,4,5,13,20,20,27,89,31,23,25,15,33,1,8,7,0,7
20_2,5,6,12,16,20,25,84,30,20,26,14,28,1,6,4,4,5
20_3,6,11,17,22,27,31,114,37,25,38,16,39,5,6,5,5,4
20_4,4,10,16,21,26,29,106,33,25,36,16,37,6,6,5,5,3
20_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
20_6,3,9,15,17,22,31,97,34,28,31,13,32,6,6,2,5,9
20_7,3,9,15,18,22,30,97,33,27,31,13,33,6,6,3,4,8
20_8,3,11,16,20,22,30,102,33,27,33,11,36,8,5,4,2,8
20_9,3,9,14,19,21,30,96,33,27,30,12,33,6,5,5,2,9
20_10,2,8,12,19,22,30,93,32,28,30,14,31,6,4,7,3,8
21_1,4,7,15,24,24,28,102,32,24,31,17,39,3,8,9,0,4
21_2,7,8,12,18,21,29,95,36,22,29,13,30,1,4,6,3,8
21_3,5,11,16,21,25,30,108,35,25,36,14,37,6,5,5,4,5
21_4,5,10,15,20,25,29,104,34,24,35,15,35,5,5,5,5,4
21_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
21_6,3,8,13,15,19,32,90,35,29,27,11,28,5,5,2,4,13
21_7,2,6,13,15,22,33,91,35,31,28,16,28,4,7,2,7,11
21_8,2,7,14,17,24,32,96,34,30,31,17,31,5,7,3,7,8
21_9,3,10,17,20,25,33,108,36,30,35,15,37,7,7,3,5,8
21_10,3,10,14,18,21,30,96,33,27,31,11,32,7,4,4,3,9
22_1,6,8,13,19,25,29,100,35,23,33,17,32,2,5,6,6,4
22_2,5,7,11,14,21,28,86,33,23,28,14,25,2,4,3,7,7
22_3,6,10,17,21,26,30,110,36,24,36,16,38,4,7,4,5,4
22_4,5,9,16,21,26,29,106,34,24,35,17,37,4,7,5,5,3
22_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
22_6,5,8,14,20,24,28,99,33,23,32,16,34,3,6,6,4,4
22_7,6,8,16,21,25,28,104,34,22,33,17,37,2,8,5,4,3
22_8,3,6,16,22,25,29,101,32,26,31,19,38,3,10,6,3,4
22_9,4,7,17,19,25,29,101,33,25,32,18,36,3,10,2,6,4
22_10,2,7,14,17,24,29,93,31,27,31,17,31,5,7,3,7,5
23_1,1,2,13,19,23,31,89,32,30,25,21,32,1,11,6,4,8
23_2,3,5,11,17,21,28,85,31,25,26,16,28,2,6,6,4,7
23_3,7,11,15,20,26,30,109,37,23,37,15,35,4,4,5,6,4
23_4,4,10,14,20,25,29,102,33,25,35,15,34,6,4,6,5,4
23_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
23_6,3,7,15,19,23,29,96,32,26,30,16,34,4,8,4,4,6
23_7,6,11,16,19,24,30,106,36,24,35,13,35,5,5,3,5,6
23_8,4,11,14,18,22,30,99,34,26,33,11,32,7,3,4,4,8
23_9,6,10,15,18,22,30,101,36,24,32,12,33,4,5,3,4,8
23_10,3,8,11,14,20,29,85,32,26,28,12,25,5,3,3,6,9
24_1,4,5,14,21,23,29,96,33,25,28,18,35,1,9,7,2,6
24_2,4,7,12,19,24,29,95,33,25,31,17,31,3,5,7,5,5
24_3,6,10,18,23,26,30,113,36,24,36,16,41,4,8,5,3,4
24_4,4,8,15,20,25,29,101,33,25,33,17,35,4,7,5,5,4
24_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
24_6,6,8,13,17,24,30,98,36,24,32,16,30,2,5,4,7,6
24_7,4,7,12,16,25,30,94,34,26,32,18,28,3,5,4,9,5
24_8,4,8,13,17,25,29,96,33,25,33,17,30,4,5,4,8,4
24_9,4,6,12,16,24,29,91,33,25,30,18,28,2,6,4,8,5
24_10,3,6,11,16,23,28,87,31,25,29,17,27,3,5,5,7,5
25_1,5,6,12,18,22,29,92,34,24,28,16,30,1,6,6,4,7
25_2,7,8,11,17,21,27,91,34,20,29,13,28,1,3,6,4,6
25_3,8,13,18,22,27,30,118,38,22,40,14,40,5,5,4,5,3
25_4,4,9,16,22,26,29,106,33,25,35,17,38,5,7,6,4,3
25_5,4,9,15,19,24,29,100,33,25,33,15,34,5,6,4,5,5
25_6,4,6,18,24,29,33,114,37,29,35,23,42,2,12,6,5,4
25_7,4,7,16,21,29,33,110,37,29,36,22,37,3,9,5,8,4
25_8,3,7,17,21,29,33,110,36,30,36,22,38,4,10,4,8,4
25_9,3,6,19,21,28,32,109,35,29,34,22,40,3,13,2,7,4
25_10,4,9,15,19,25,31,103,35,27,34,16,34,5,6,4,6,6
26_1,2,5,21,22,25,31,106,33,29,30,20,43,3,16,1,3,6
26_2,5,7,13,17,22,29,93,34,24,29,15,30,2,6,4,5,7
26_3,7,11,17,21,25,29,110,36,22,36,14,38,4,6,4,4,4
26_4,6,10,15,20,25,28,104,34,22,35,15,35,4,5,5,5,3
26_5,5,9,14,19,23,28,98,33,23,32,14,33,4,5,5,4,5
26_6,4,9,12,19,27,31,102,35,27,36,18,31,5,3,7,8,4
26_7,6,11,15,19,28,32,111,38,26,39,17,34,5,4,4,9,4
26_8,6,12,15,21,29,32,115,38,26,41,17,36,6,3,6,8,3
26_9,3,8,13,16,24,31,95,34,28,32,16,29,5,5,3,8,7
26_10,3,8,13,17,24,29,94,32,26,32,16,30,5,5,4,7,5
27_1,4,7,11,18,17,25,82,29,21,24,10,29,3,4,7,-1,8
27_2,4,6,9,13,17,23,72,27,19,23,11,22,2,3,4,4,6
27_3,5,10,16,21,27,31,110,36,26,37,17,37,5,6,5,6,4
27_4,5,9,14,20,26,29,103,34,24,35,17,34,4,5,6,6,3
27_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
27_6,2,6,17,18,23,30,96,32,28,29,17,35,4,11,1,5,7
27_7,2,7,18,20,26,30,103,32,28,33,19,38,5,11,2,6,4
27_8,2,6,18,20,25,30,101,32,28,31,19,38,4,12,2,5,5
27_9,2,7,16,19,25,30,99,32,28,32,18,35,5,9,3,6,5
27_10,2,7,14,18,23,30,94,32,28,30,16,32,5,7,4,5,7
28_1,5,6,18,22,28,32,111,37,27,34,22,40,1,12,4,6,4
28_2,6,6,14,20,24,29,99,35,23,30,18,34,0,8,6,4,5
28_3,8,11,17,21,26,30,113,38,22,37,15,38,3,6,4,5,4
28_4,5,9,15,20,25,29,103,34,24,34,16,35,4,6,5,5,4
28_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
28_6,8,12,14,17,24,31,106,39,23,36,12,31,4,2,3,7,7
28_7,6,10,14,18,25,31,104,37,25,35,15,32,4,4,4,7,6
28_8,5,10,14,17,26,31,103,36,26,36,16,31,5,4,3,9,5
28_9,4,9,13,18,27,31,102,35,27,36,18,31,5,4,5,9,4
28_10,3,9,12,18,25,29,96,32,26,34,16,30,6,3,6,7,4
29_1,5,7,13,16,19,29,89,34,24,26,12,29,2,6,3,3,10
29_2,5,6,11,14,18,27,81,32,22,24,12,25,1,5,3,4,9
29_3,8,12,17,21,25,30,113,38,22,37,13,38,4,5,4,4,5
29_4,4,9,15,20,25,29,102,33,25,34,16,35,5,6,5,5,4
29_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
29_6,4,13,14,17,23,30,101,34,26,36,10,31,9,1,3,6,7
29_7,2,11,16,20,25,30,104,32,28,36,14,36,9,5,4,5,5
29_8,3,15,18,21,25,30,112,33,27,40,10,39,12,3,3,4,5
29_9,2,10,15,20,25,30,102,32,28,35,15,35,8,5,5,5,5
29_10,3,12,15,19,24,29,102,32,26,36,12,34,9,3,4,5,5
30_1,4,7,14,20,22,27,94,31,23,29,15,34,3,7,6,2,5
30_2,5,7,16,19,21,28,96,33,23,28,14,35,2,9,3,2,7
30_3,7,11,17,22,26,30,113,37,23,37,15,39,4,6,5,4,4
30_4,5,9,14,19,25,29,101,34,24,34,16,33,4,5,5,6,4
30_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
30_6,3,7,15,18,24,31,98,34,28,31,17,33,4,8,3,6,7
30_7,3,8,15,20,24,30,100,33,27,32,16,35,5,7,5,4,6
30_8,2,8,17,21,25,30,103,32,28,33,17,38,6,9,4,4,5
30_9,2,6,16,22,26,30,102,32,28,32,20,38,4,10,6,4,4
30_10,1,7,15,20,24,30,97,31,29,31,17,35,6,8,5,4,6
31_1,4,5,12,19,23,26,89,30,22,28,18,31,1,7,7,4,3
31_2,5,7,12,16,20,26,86,31,21,27,13,28,2,5,4,4,6
31_3,6,11,15,20,25,30,107,36,24,36,14,35,5,4,5,5,5
31_4,5,9,15,20,25,29,103,34,24,34,16,35,4,6,5,5,4
31_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
31_6,5,7,18,22,27,30,109,35,25,34,20,40,2,11,4,5,3
31_7,5,9,17,20,27,31,109,36,26,36,18,37,4,8,3,7,4
31_8,5,8,18,21,29,32,113,37,27,37,21,39,3,10,3,8,3
31_9,4,8,16,19,27,31,105,35,27,35,19,35,4,8,3,8,4
31_10,2,8,14,18,27,32,101,34,30,35,19,32,6,6,4,9,5
32_1,3,5,17,22,24,31,102,34,28,29,19,39,2,12,5,2,7
32_2,5,6,11,15,19,28,84,33,23,25,13,26,1,5,4,4,9
32_3,5,10,17,22,27,31,112,36,26,37,17,39,5,7,5,5,4
32_4,4,9,15,19,25,29,101,33,25,34,16,34,5,6,4,6,4
32_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5
32_6,5,10,18,19,23,30,105,35,25,33,13,37,5,8,1,4,7
32_7,3,8,13,17,22,30,93,33,27,30,14,30,5,5,4,5,8
32_8,3,10,15,20,24,30,102,33,27,34,14,35,7,5,5,4,6
32_9,3,9,15,20,24,30,101,33,27,33,15,35,6,6,5,4,6
32_10,2,9,13,17,22,31,94,33,29,31,13,30,7,4,4,5,9
33_1,2,4,12,19,20,24,81,26,22,24,16,31,2,8,7,1,4
33_2,4,6,11,16,20,24,81,28,20,26,14,27,2,5,5,4,4
33_3,6,12,18,22,27,30,115,36,24,39,15,40,6,6,4,5,3
33_4,4,9,15,20,25,29,102,33,25,34,16,35,5,6,5,5,4
33_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
33_6,2,7,21,23,26,31,110,33,29,33,19,44,5,14,2,3,5
33_7,4,9,18,23,27,31,112,35,27,36,18,41,5,9,5,4,4
33_8,3,10,20,25,27,31,116,34,28,37,17,45,7,10,5,2,4
33_9,4,9,18,22,26,31,110,35,27,35,17,40,5,9,4,4,5
33_10,3,9,17,20,24,30,103,33,27,33,15,37,6,8,3,4,6
34_1,5,5,16,22,24,29,101,34,24,29,19,38,0,11,6,2,5
34_2,5,5,13,19,21,28,91,33,23,26,16,32,0,8,6,2,7
34_3,6,12,18,23,27,31,117,37,25,39,15,41,6,6,5,4,4
34_4,5,10,17,21,26,29,108,34,24,36,16,38,5,7,4,5,3
34_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
34_6,2,6,13,17,24,30,92,32,28,30,18,30,4,7,4,7,6
34_7,2,4,11,18,25,29,89,31,27,29,21,29,2,7,7,7,4
34_8,2,6,12,19,26,30,95,32,28,32,20,31,4,6,7,7,4
34_9,1,4,12,19,25,29,90,30,28,29,21,31,3,8,7,6,4
34_10,1,6,12,19,24,28,90,29,27,30,18,31,5,6,7,5,4
35_1,5,6,14,20,24,32,101,37,27,30,18,34,1,8,6,4,8
35_2,6,8,12,16,23,31,96,37,25,31,15,28,2,4,4,7,8
35_3,7,12,19,23,27,30,118,37,23,39,15,42,5,7,4,4,3
35_4,5,10,16,21,26,29,107,34,24,36,16,37,5,6,5,5,3
35_5,4,9,15,19,24,29,100,33,25,33,15,34,5,6,4,5,5
35_6,3,10,19,24,23,31,110,34,28,33,13,43,7,9,5,-1,8
35_7,2,6,15,20,24,28,95,30,26,30,18,35,4,9,5,4,4
35_8,2,6,15,21,24,29,97,31,27,30,18,36,4,9,6,3,5
35_9,3,6,14,20,25,29,97,32,26,31,19,34,3,8,6,5,4
35_10,3,7,12,18,23,28,91,31,25,30,16,30,4,5,6,5,5
36_1,5,5,13,24,24,31,102,36,26,29,19,37,0,8,11,0,7
36_2,5,7,13,18,21,28,92,33,23,28,14,31,2,6,5,3,7
36_3,6,12,19,22,27,31,117,37,25,39,15,41,6,7,3,5,4
36_4,5,9,15,20,25,29,103,34,24,34,16,35,4,6,5,5,4
36_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
36_6,3,8,14,17,22,28,92,31,25,30,14,31,5,6,3,5,6
36_7,2,6,14,18,23,27,90,29,25,29,17,32,4,8,4,5,4
36_8,3,8,17,20,23,29,100,32,26,31,15,37,5,9,3,3,6
36_9,2,6,15,19,24,28,94,30,26,30,18,34,4,9,4,5,4
36_10,2,8,13,18,24,27,92,29,25,32,16,31,6,5,5,6,3
37_1,3,6,15,24,27,27,102,30,24,33,21,39,3,9,9,3,0
37_2,5,6,14,19,22,28,94,33,23,28,16,33,1,8,5,3,6
37_3,7,12,18,24,28,30,119,37,23,40,16,42,5,6,6,4,2
