row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
36_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
36_6,3,9,21,26,28,31,118,34,28,37,19,47,6,12,5,2,3,
36_7,5,12,19,21,25,31,113,36,26,37,13,40,7,7,2,4,6,
36_8,5,10,20,23,27,31,116,36,26,37,17,43,5,10,3,4,4,
36_9,4,10,15,19,23,29,100,33,25,33,13,34,6,5,4,4,6,
36_10,4,10,15,19,23,28,99,32,24,33,13,34,6,5,4,4,5,
37_1,5,11,17,23,28,30,114,35,25,39,17,40,6,6,6,5,2,
37_2,5,7,14,22,27,29,104,34,24,34,20,36,2,7,8,5,2,
37_3,3,6,13,20,24,28,94,31,25,30,18,33,3,7,7,4,4,
37_4,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4,
37_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
37_6,3,5,14,20,28,32,102,35,29,33,23,34,2,9,6,8,4,
37_7,2,6,16,20,25,30,99,32,28,31,19,36,4,10,4,5,5,
37_8,1,4,17,21,27,30,100,31,29,31,23,38,3,13,4,6,3,
37_9,2,6,15,19,26,31,99,33,29,32,20,34,4,9,4,7,5,
37_10,3,10,15,18,24,31,101,34,28,34,14,33,7,5,3,6,7,
38_1,4,9,19,22,26,30,110,34,26,35,17,41,5,10,3,4,4,
38_2,6,9,15,21,27,30,108,36,24,36,18,36,3,6,6,6,3,
38_3,5,8,14,19,23,28,97,33,23,31,15,33,3,6,5,4,5,
38_4,5,9,15,21,25,29,104,34,24,34,16,36,4,6,6,4,4,
38_5,4,9,15,19,24,29,100,33,25,33,15,34,5,6,4,5,5,
38_6,3,6,16,19,23,29,96,32,26,29,17,35,3,10,3,4,6,
38_7,5,8,16,17,19,28,93,33,23,27,11,33,3,8,1,2,9,
38_8,3,7,14,17,20,28,89,31,25,27,13,31,4,7,3,3,8,
38_9,3,7,14,16,19,28,87,31,25,26,12,30,4,7,2,3,9,
38_10,3,8,14,19,23,29,96,32,26,31,15,33,5,6,5,4,6,
39_1,4,9,16,24,27,29,109,33,25,36,18,40,5,7,8,3,2,
39_2,6,8,13,24,26,29,106,35,23,34,18,37,2,5,11,2,3,
39_3,5,7,12,18,23,28,93,33,23,30,16,30,2,5,6,5,5,
39_4,5,9,13,19,24,28,98,33,23,33,15,32,4,4,6,5,4,
39_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
39_6,3,10,16,20,25,28,102,31,25,35,15,36,7,6,4,5,3,
39_7,3,9,14,17,23,26,92,29,23,32,14,31,6,5,3,6,3,
39_8,2,7,12,17,22,25,85,27,23,29,15,29,5,5,5,5,3,
39_9,3,7,11,15,20,27,83,30,24,27,13,26,4,4,4,5,7,
39_10,4,9,11,18,21,26,89,30,22,30,12,29,5,2,7,3,5,
40_1,4,8,17,19,25,29,102,33,25,33,17,36,4,9,2,6,4,
40_2,4,7,13,22,26,29,101,33,25,33,19,35,3,6,9,4,3,
40_3,4,8,14,19,24,29,98,33,25,32,16,33,4,6,5,5,5,
40_4,5,9,14,19,25,29,101,34,24,34,16,33,4,5,5,6,4,
40_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,
40_6,2,7,12,18,22,28,89,30,26,29,15,30,5,5,6,4,6,
40_7,1,8,14,19,23,28,93,29,27,31,15,33,7,6,5,4,5,
40_8,2,7,15,19,24,29,96,31,27,31,17,34,5,8,4,5,5,
40_9,3,8,16,18,21,27,93,30,24,29,13,34,5,8,2,3,6,
40_10,3,9,12,17,22,27,90,30,24,31,13,29,6,3,5,5,5,
41_1,3,7,21,26,28,29,114,32,26,35,21,47,4,14,5,2,1,
41_2,6,9,11,22,27,28,103,34,22,36,18,33,3,2,11,5,1,
41_3,5,7,13,18,23,28,94,33,23,30,16,31,2,6,5,5,5,
41_4,4,8,14,20,24,29,99,33,25,32,16,34,4,6,6,4,5,
41_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
41_6,2,8,18,24,29,31,112,33,29,37,21,42,6,10,6,5,2,
41_7,2,10,18,24,29,32,115,34,30,39,19,42,8,8,6,5,3,
41_8,3,9,16,23,27,30,108,33,27,36,18,39,6,7,7,4,3,
41_9,3,7,11,17,21,26,85,29,23,28,14,28,4,4,6,4,5,
41_10,4,9,12,19,23,27,94,31,23,32,14,31,5,3,7,4,4,
42_1,4,13,20,23,27,29,116,33,25,40,14,43,9,7,3,4,2,
42_2,6,7,11,21,26,28,99,34,22,33,19,32,1,4,10,5,2,
42_3,4,7,13,19,23,29,95,33,25,30,16,32,3,6,6,4,6,
42_4,5,8,13,19,24,28,97,33,23,32,16,32,3,5,6,5,4,
42_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
42_6,2,7,18,23,27,30,107,32,28,34,20,41,5,11,5,4,3,
42_7,3,9,20,22,26,30,110,33,27,35,17,42,6,11,2,4,4,
42_8,3,7,17,22,26,28,103,31,25,33,19,39,4,10,5,4,2,
42_9,3,10,15,20,23,29,100,32,26,33,13,35,7,5,5,3,6,
42_10,3,9,14,19,24,29,98,32,26,33,15,33,6,5,5,5,5,
43_1,3,9,16,22,27,30,107,33,27,36,18,38,6,7,6,5,3,
43_2,5,8,13,21,27,30,104,35,25,35,19,34,3,5,8,6,3,
43_3,3,6,11,19,24,29,92,32,26,30,18,30,3,5,8,5,5,
43_4,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5,
43_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
43_6,2,5,11,21,26,29,94,31,27,31,21,32,3,6,10,5,3,
43_7,2,6,12,21,27,30,98,32,28,33,21,33,4,6,9,6,3,
43_8,2,5,12,21,26,29,95,31,27,31,21,33,3,7,9,5,3,
43_9,2,7,14,19,23,29,94,31,27,30,16,33,5,7,5,4,6,
43_10,3,8,13,21,24,29,98,32,26,32,16,34,5,5,8,3,5,
44_1,5,10,17,25,28,31,116,36,26,38,18,42,5,7,8,3,3,
44_2,7,10,15,24,28,31,115,38,24,38,18,39,3,5,9,4,3,
44_3,4,7,11,19,24,29,94,33,25,31,17,30,3,4,8,5,5,
44_4,5,9,14,20,25,29,102,34,24,34,16,34,4,5,6,5,4,
44_5,5,10,15,19,24,28,101,33,23,34,14,34,5,5,4,5,4,
44_6,2,6,11,18,25,31,93,33,29,31,19,29,4,5,7,7,6,
44_7,2,8,13,17,23,29,92,31,27,31,15,30,6,5,4,6,6,
44_8,2,7,11,17,23,30,90,32,28,30,16,28,5,4,6,6,7,
44_9,1,8,11,16,22,30,88,31,29,30,14,27,7,3,5,6,8,
44_10,2,8,10,16,22,29,87,31,27,30,14,26,6,2,6,6,7,
45_1,4,6,13,23,28,29,103,33,25,34,22,36,2,7,10,5,1,
45_2,6,8,14,24,28,30,110,36,24,36,20,38,2,6,10,4,2,
45_3,4,7,13,16,23,28,91,32,24,30,16,29,3,6,3,7,5,
45_4,5,8,14,20,24,29,100,34,24,32,16,34,3,6,6,4,5,
45_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
45_6,2,8,16,21,24,29,100,31,27,32,16,37,6,8,5,3,5,
45_7,2,8,14,18,23,28,93,30,26,31,15,32,6,6,4,5,5,
45_8,3,9,17,23,26,30,108,33,27,35,17,40,6,8,6,3,4,
45_9,2,8,14,18,21,28,91,30,26,29,13,32,6,6,4,3,7,
45_10,4,10,14,19,21,28,96,32,24,31,11,33,6,4,5,2,7,
46_1,6,13,20,26,29,31,125,37,25,42,16,46,7,7,6,3,2,
46_2,7,10,13,25,29,31,115,38,24,39,19,38,3,3,12,4,2,
46_3,5,8,12,21,24,29,99,34,24,32,16,33,3,4,9,3,5,
46_4,4,8,14,20,24,29,99,33,25,32,16,34,4,6,6,4,5,
46_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
46_6,4,9,17,22,25,30,107,34,26,34,16,39,5,8,5,3,5,
46_7,3,9,15,19,22,27,95,30,24,31,13,34,6,6,4,3,5,
46_8,3,9,15,20,23,28,98,31,25,32,14,35,6,6,5,3,5,
46_9,3,10,17,19,23,28,100,31,25,33,13,36,7,7,2,4,5,
46_10,4,10,14,21,23,28,100,32,24,33,13,35,6,4,7,2,5,
47_1,5,10,19,26,30,31,121,36,26,40,20,45,5,9,7,4,1,
47_2,7,10,16,23,28,30,114,37,23,38,18,39,3,6,7,5,2,
47_3,5,7,12,18,24,29,95,34,24,31,17,30,2,5,6,6,5,
47_4,4,8,14,20,25,29,100,33,25,33,17,34,4,6,6,5,4,
47_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,
47_6,3,13,17,24,26,30,113,33,27,39,13,41,10,4,7,2,4,
47_7,3,13,17,22,27,31,113,34,28,40,14,39,10,4,5,5,4,
47_8,3,9,14,21,25,29,101,32,26,34,16,35,6,5,7,4,4,
47_9,3,9,13,18,21,28,92,31,25,30,12,31,6,4,5,3,7,
47_10,3,9,14,19,22,27,94,30,24,31,13,33,6,5,5,3,5,
48_1,5,11,15,23,30,32,116,37,27,41,19,38,6,4,8,7,2,
48_2,5,9,16,23,27,29,109,34,24,36,18,39,4,7,7,4,2,
48_3,4,7,12,18,23,29,93,33,25,30,16,30,3,5,6,5,6,
48_4,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4,
48_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
48_6,3,8,16,24,28,31,110,34,28,36,20,40,5,8,8,4,3,
48_7,3,11,19,24,26,31,114,34,28,37,15,43,8,8,5,2,5,
48_8,3,9,16,23,28,31,110,34,28,37,19,39,6,7,7,5,3,
48_9,2,10,13,19,23,30,97,32,28,33,13,32,8,3,6,4,7,
48_10,4,10,14,19,24,30,101,34,26,34,14,33,6,4,5,5,6,
49_1,4,9,14,25,31,31,114,35,27,40,22,39,5,5,11,6,0,
49_2,7,9,16,24,29,30,115,37,23,38,20,40,2,7,8,5,1,
49_3,3,7,12,20,24,29,95,32,26,31,17,32,4,5,8,4,5,
49_4,4,8,14,20,25,29,100,33,25,33,17,34,4,6,6,5,4,
49_5,4,9,15,19,24,29,100,33,25,33,15,34,5,6,4,5,5,
49_6,3,11,17,22,26,29,108,32,26,37,15,39,8,6,5,4,3,
49_7,3,12,17,22,27,30,111,33,27,39,15,39,9,5,5,5,3,
49_8,2,9,14,19,24,28,96,30,26,33,15,33,7,5,5,5,4,
49_9,3,9,14,16,21,27,90,30,24,30,12,30,6,5,2,5,6,
49_10,4,9,14,17,23,27,94,31,23,32,14,31,5,5,3,6,4,
50_1,7,9,18,22,28,30,114,37,23,37,19,40,2,9,4,6,2,
50_2,9,10,14,22,26,27,108,36,18,36,16,36,1,4,8,4,1,
50_3,4,7,12,19,24,28,94,32,24,31,17,31,3,5,7,5,4,
50_4,4,8,14,21,25,29,101,33,25,33,17,35,4,6,7,4,4,
50_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,
50_6,5,12,20,24,28,32,121,37,27,40,16,44,7,8,4,4,4,
50_7,6,13,16,21,26,30,112,36,24,39,13,37,7,3,5,5,4,
50_8,4,9,15,17,23,28,96,32,24,32,14,32,5,6,2,6,5,
50_9,2,6,13,16,19,27,83,29,25,25,13,29,4,7,3,3,8,
50_10,3,7,11,17,20,27,85,30,24,27,13,28,4,4,6,3,7,
