row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
7_8,1,5,12,15,22,29,84,30,28,27,17,27,4,7,3,7,7
7_9,3,7,13,16,22,29,90,32,26,29,15,29,4,6,3,6,7
7_10,3,7,12,15,22,28,87,31,25,29,15,27,4,5,3,7,6
8_1,4,10,14,21,24,30,103,34,26,34,14,35,6,4,7,3,6
8_2,5,11,14,22,28,30,110,35,25,39,17,36,6,3,8,6,2
8_3,4,7,11,16,23,28,89,32,24,30,16,27,3,4,5,7,5
8_4,4,8,13,18,25,29,97,33,25,33,17,31,4,5,5,7,4
8_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4
8_6,1,4,10,17,23,25,80,26,24,27,19,27,3,6,7,6,2
8_7,0,4,9,16,23,27,79,27,27,27,19,25,4,5,7,7,4
8_8,0,5,6,13,21,26,71,26,26,26,16,19,5,1,7,8,5
8_9,3,9,11,17,22,28,90,31,25,31,13,28,6,2,6,5,6
8_10,4,10,11,17,21,29,92,33,25,31,11,28,6,1,6,4,8
9_1,3,5,12,20,27,31,98,34,28,32,22,32,2,7,8,7,4
9_2,5,8,15,22,28,31,109,36,26,36,20,37,3,7,7,6,3
9_3,3,8,11,17,23,30,92,33,27,31,15,28,5,3,6,6,7
9_4,4,8,13,20,25,29,99,33,25,33,17,33,4,5,7,5,4
9_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
9_6,0,1,7,15,22,28,73,28,28,23,21,22,1,6,8,7,6
9_7,2,3,10,15,21,29,80,31,27,24,18,25,1,7,5,6,8
9_8,3,4,11,14,19,28,79,31,25,23,15,25,1,7,3,5,9
9_9,4,7,13,15,23,28,90,32,24,30,16,28,3,6,2,8,5
9_10,3,8,11,15,24,28,89,31,25,32,16,26,5,3,4,9,4
10_1,3,8,16,21,25,33,106,36,30,33,17,37,5,8,5,4,8
10_2,7,12,15,23,26,32,115,39,25,38,14,38,5,3,8,3,6
10_3,3,8,13,20,26,30,100,33,27,34,18,33,5,5,7,6,4
10_4,4,9,13,19,25,29,99,33,25,34,16,32,5,4,6,6,4
10_5,5,10,14,19,24,29,101,34,24,34,14,33,5,4,5,5,5
10_6,1,3,8,10,14,26,62,27,25,17,11,18,2,5,2,4,12
10_7,2,3,7,10,17,26,65,28,24,20,14,17,1,4,3,7,9
10_8,3,5,9,12,20,26,75,29,23,25,15,21,2,4,3,8,6
10_9,4,7,12,14,21,27,85,31,23,28,14,26,3,5,2,7,6
10_10,4,7,12,15,21,27,86,31,23,28,14,27,3,5,3,6,6
11_1,5,10,13,19,24,32,103,37,27,34,14,32,5,3,6,5,8
11_2,5,9,15,21,26,30,106,35,25,35,17,36,4,6,6,5,4
11_3,3,7,11,17,24,30,92,33,27,31,17,28,4,4,6,7,6
11_4,4,8,12,18,24,29,95,33,25,32,16,30,4,4,6,6,5
11_5,4,9,14,18,24,29,98,33,25,33,15,32,5,5,4,6,5
11_6,1,4,9,18,20,24,76,25,23,24,16,27,3,5,9,2,4
11_7,1,5,9,15,19,26,75,27,25,24,14,24,4,4,6,4,7
11_8,3,10,15,17,20,29,94,32,26,30,10,32,7,5,2,3,9
11_9,3,11,16,18,23,28,99,31,25,34,12,34,8,5,2,5,5
11_10,3,11,14,17,23,28,96,31,25,34,12,31,8,3,3,6,5
12_1,2,6,12,16,21,31,88,33,29,27,15,28,4,6,4,5,10
12_2,4,11,14,19,23,28,99,32,24,34,12,33,7,3,5,4,5
12_3,3,8,11,18,21,29,90,32,26,29,13,29,5,3,7,3,8
12_4,4,9,13,19,23,28,96,32,24,32,14,32,5,4,6,4,5
12_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4
12_6,3,5,16,21,25,28,98,31,25,30,20,37,2,11,5,4,3
12_7,3,5,15,17,22,28,90,31,25,27,17,32,2,10,2,5,6
12_8,3,3,13,17,21,26,83,29,23,24,18,30,0,10,4,4,5
12_9,4,6,14,18,23,27,92,31,23,29,17,32,2,8,4,5,4
12_10,4,7,12,17,23,28,91,32,24,30,16,29,3,5,5,6,5
13_1,5,6,14,18,23,32,98,37,27,29,17,32,1,8,4,5,9
13_2,7,9,16,22,27,32,113,39,25,36,18,38,2,7,6,5,5
13_3,5,7,12,15,22,30,91,35,25,29,15,27,2,5,3,7,8
13_4,5,8,13,18,24,29,97,34,24,32,16,31,3,5,5,6,5
13_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5
13_6,0,4,10,13,21,28,76,28,28,25,17,23,4,6,3,8,7
13_7,0,5,9,13,21,27,75,27,27,26,16,22,5,4,4,8,6
13_8,1,5,9,12,22,29,78,30,28,27,17,21,4,4,3,10,7
13_9,2,6,8,15,20,26,77,28,24,26,14,23,4,2,7,5,6
13_10,2,6,9,16,21,26,80,28,24,27,15,25,4,3,7,5,5
14_1,2,4,8,12,19,26,71,28,24,23,15,20,2,4,4,7,7
14_2,4,7,13,19,26,31,100,35,27,33,19,32,3,6,6,7,5
14_3,5,8,11,15,22,29,90,34,24,30,14,26,3,3,4,7,7
14_4,4,8,12,17,23,29,93,33,25,31,15,29,4,4,5,6,6
14_5,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5
14_6,2,5,11,12,17,27,74,29,25,22,12,23,3,6,1,5,10
14_7,2,6,11,14,18,28,79,30,26,24,12,25,4,5,3,4,10
14_8,3,6,11,15,20,31,86,34,28,26,14,26,3,5,4,5,11
14_9,5,9,13,17,23,29,96,34,24,32,14,30,4,4,4,6,6
14_10,4,7,13,17,23,28,92,32,24,30,16,30,3,6,4,6,5
15_1,5,9,15,16,24,32,101,37,27,33,15,31,4,6,1,8,8
15_2,7,10,17,21,25,30,110,37,23,35,15,38,3,7,4,4,5
15_3,5,8,12,18,23,30,96,35,25,31,15,30,3,4,6,5,7
15_4,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5
15_5,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
15_6,1,2,11,14,22,29,79,30,28,24,20,25,1,9,3,8,7
15_7,1,5,7,9,18,28,68,29,27,23,13,16,4,2,2,9,10
15_8,1,6,10,12,19,27,75,28,26,25,13,22,5,4,2,7,8
15_9,2,8,12,15,22,28,87,30,26,30,14,27,6,4,3,7,6
15_10,3,8,12,14,21,28,86,31,25,29,13,26,5,4,2,7,7
16_1,4,6,8,13,19,30,80,34,26,25,13,21,2,2,5,6,11
16_2,7,10,14,21,27,31,110,38,24,37,17,35,3,4,7,6,4
16_3,4,8,13,18,25,31,99,35,27,33,17,31,4,5,5,7,6
16_4,5,9,13,18,24,30,99,35,25,33,15,31,4,4,5,6,6
16_5,5,9,14,18,24,29,99,34,24,33,15,32,4,5,4,6,5
16_6,3,5,11,16,20,26,81,29,23,25,15,27,2,6,5,4,6
16_7,2,5,7,13,20,28,75,30,26,25,15,20,3,2,6,7,8
16_8,1,5,7,13,20,30,76,31,29,25,15,20,4,2,6,7,10
16_9,2,6,7,12,22,31,80,33,29,28,16,19,4,1,5,10,9
16_10,1,7,8,13,24,31,84,32,30,31,17,21,6,1,5,11,7
17_1,5,11,15,19,25,32,107,37,27,36,14,34,6,4,4,6,7
17_2,5,11,15,20,25,28,104,33,23,36,14,35,6,4,5,5,3
17_3,5,9,14,18,25,29,100,34,24,34,16,32,4,5,4,7,4
17_4,4,9,14,18,25,29,99,33,25,34,16,32,5,5,4,7,4
17_5,5,9,14,18,24,29,99,34,24,33,15,32,4,5,4,6,5
17_6,0,3,12,16,24,28,83,28,28,27,21,28,3,9,4,8,4
17_7,1,6,10,17,25,28,87,29,27,31,19,27,5,4,7,8,3
17_8,2,6,12,18,24,29,91,31,27,30,18,30,4,6,6,6,5
17_9,4,9,12,18,25,29,97,33,25,34,16,30,5,3,6,7,4
17_10,4,9,9,17,23,28,90,32,24,32,14,26,5,0,8,6,5
18_1,3,7,10,19,19,27,85,30,24,26,12,29,4,3,9,0,8
18_2,6,11,13,20,24,28,102,34,22,35,13,33,5,2,7,4,4
18_3,7,10,13,18,25,30,103,37,23,35,15,31,3,3,5,7,5
18_4,4,8,13,17,23,28,93,32,24,31,15,30,4,5,4,6,5
18_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
18_6,1,3,12,12,24,30,82,31,29,27,21,24,2,9,0,12,6
18_7,2,5,8,11,21,29,76,31,27,26,16,19,3,3,3,10,8
18_8,2,4,9,12,18,27,72,29,25,22,14,21,2,5,3,6,9
18_9,6,9,13,17,24,28,97,34,22,33,15,30,3,4,4,7,4
18_10,6,9,13,19,25,29,101,35,23,34,16,32,3,4,6,6,4
19_1,7,9,14,16,24,31,101,38,24,33,15,30,2,5,2,8,7
19_2,7,11,17,23,28,30,116,37,23,39,17,40,4,6,6,5,2
19_3,6,9,14,16,26,29,100,35,23,35,17,30,3,5,2,10,3
19_4,5,8,13,18,25,29,98,34,24,33,17,31,3,5,5,7,4
19_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
19_6,0,4,10,15,21,29,79,29,29,25,17,25,4,6,5,6,8
19_7,1,5,8,15,22,28,79,29,27,27,17,23,4,3,7,7,6
19_8,2,8,10,15,22,29,86,31,27,30,14,25,6,2,5,7,7
19_9,4,11,13,18,23,28,97,32,24,34,12,31,7,2,5,5,5
19_10,3,9,11,18,24,28,93,31,25,33,15,29,6,2,7,6,4
20_1,2,6,9,13,21,30,81,32,28,27,15,22,4,3,4,8,9
20_2,6,9,13,20,22,29,99,35,23,31,13,33,3,4,7,2,7
20_3,7,11,14,19,25,30,106,37,23,36,14,33,4,3,5,6,5
20_4,5,9,13,19,24,28,98,33,23,33,15,32,4,4,6,5,4
20_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
20_6,2,6,10,13,18,28,77,30,26,24,12,23,4,4,3,5,10
20_7,2,6,8,12,22,31,81,33,29,28,16,20,4,2,4,10,9
20_8,2,6,7,12,18,31,76,33,29,24,12,19,4,1,5,6,13
20_9,3,6,10,16,22,30,87,33,27,28,16,26,3,4,6,6,8
20_10,4,8,12,18,23,29,94,33,25,31,15,30,4,4,6,5,6
21_1,4,6,14,17,24,33,98,37,29,30,18,31,2,8,3,7,9
21_2,5,9,16,20,27,32,109,37,27,36,18,36,4,7,4,7,5
21_3,5,9,13,17,23,29,96,34,24,32,14,30,4,4,4,6,6
21_4,4,9,13,17,24,29,96,33,25,33,15,30,5,4,4,7,5
21_5,4,9,13,18,24,29,97,33,25,33,15,31,5,4,5,6,5
21_6,0,3,13,16,21,26,79,26,26,24,18,29,3,10,3,5,5
21_7,0,3,12,16,21,26,78,26,26,24,18,28,3,9,4,5,5
21_8,0,3,13,16,19,26,77,26,26,22,16,29,3,10,3,3,7
21_9,2,8,16,19,22,29,96,31,27,30,14,35,6,8,3,3,7
21_10,2,7,14,18,21,28,90,30,26,28,14,32,5,7,4,3,7
22_1,4,6,14,17,26,32,99,36,28,32,20,31,2,8,3,9,6
22_2,4,8,14,18,26,31,101,35,27,34,18,32,4,6,4,8,5
22_3,5,8,11,16,24,30,94,35,25,32,16,27,3,3,5,8,6
22_4,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5
22_5,4,9,13,19,24,28,97,32,24,33,15,32,5,4,6,5,4
22_6,1,3,13,20,24,24,85,25,23,27,21,33,2,10,7,4,0
22_7,1,5,14,20,26,25,91,26,24,31,21,34,4,9,6,6,-1
22_8,2,6,12,15,25,29,89,31,27,31,19,27,4,6,3,10,4
22_9,3,8,12,16,23,28,90,31,25,31,15,28,5,4,4,7,5
22_10,3,9,12,17,23,28,92,31,25,32,14,29,6,3,5,6,5
23_1,3,7,15,22,26,31,104,34,28,33,19,37,4,8,7,4,5
23_2,6,13,18,21,24,29,111,35,23,37,11,39,7,5,3,3,5
23_3,3,8,12,17,24,29,93,32,26,32,16,29,5,4,5,7,5
23_4,4,8,13,19,24,28,96,32,24,32,16,32,4,5,6,5,4
23_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
23_6,1,3,9,14,19,27,73,28,26,22,16,23,2,6,5,5,8
23_7,1,3,8,13,19,28,72,29,27,22,16,21,2,5,5,6,9
23_8,2,4,8,15,20,27,76,29,25,24,16,23,2,4,7,5,7
23_9,3,7,12,17,23,28,90,31,25,30,16,29,4,5,5,6,5
23_10,3,6,11,16,24,27,87,30,24,30,18,27,3,5,5,8,3
24_1,3,6,11,11,22,29,82,32,26,28,16,22,3,5,0,11,7
24_2,8,13,16,20,26,29,112,37,21,39,13,36,5,3,4,6,3
24_3,5,8,12,17,24,28,94,33,23,32,16,29,3,4,5,7,4
24_4,4,8,14,19,25,28,98,32,24,33,17,33,4,6,5,6,3
24_5,4,9,13,19,24,28,97,32,24,33,15,32,5,4,6,5,4
24_6,1,4,8,14,20,27,74,28,26,24,16,22,3,4,6,6,7
24_7,1,4,7,15,22,29,78,30,28,26,18,22,3,3,8,7,7
24_8,2,6,10,13,20,29,80,31,27,26,14,23,4,4,3,7,9
24_9,3,7,12,15,20,30,87,33,27,27,13,27,4,5,3,5,10
24_10,2,7,11,16,20,29,85,31,27,27,13,27,5,4,5,4,9
25_1,3,4,10,18,23,31,89,34,28,27,19,28,1,6,8,5,8
25_2,7,12,16,23,26,30,114,37,23,38,14,39,5,4,7,3,4
25_3,6,10,13,20,25,30,104,36,24,35,15,33,4,3,7,5,5
25_4,5,9,13,18,25,29,99,34,24,34,16,31,4,4,5,7,4
25_5,5,9,14,18,24,28,98,33,23,33,15,32,4,5,4,6,4
25_6,2,6,10,15,17,27,77,29,25,23,11,25,4,4,5,2,10
25_7,3,7,9,16,18,27,80,30,24,25,11,25,4,2,7,2,9
25_8,3,5,12,15,21,26,82,29,23,26,16,27,2,7,3,6,5
25_9,5,7,13,15,21,24,85,29,19,28,14,28,2,6,2,6,3
25_10,3,6,10,14,21,25,79,28,22,27,15,24,3,4,4,7,4
26_1,4,5,10,16,24,30,89,34,26,29,19,26,1,5,6,8,6
26_2,9,14,17,23,29,32,124,41,23,43,15,40,5,3,6,6,3
26_3,7,10,14,18,25,29,103,36,22,35,15,32,3,4,4,7,4
26_4,5,9,13,19,25,29,100,34,24,34,16,32,4,4,6,6,4
26_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
26_6,0,5,8,15,20,27,75,27,27,25,15,23,5,3,7,5,7
26_7,0,6,9,14,21,28,78,28,28,27,15,23,6,3,5,7,7
26_8,0,5,8,13,19,29,74,29,29,24,14,21,5,3,5,6,10
26_9,3,9,10,14,20,28,84,31,25,29,11,24,6,1,4,6,8
26_10,3,9,9,14,20,28,83,31,25,29,11,23,6,0,5,6,8
27_1,3,6,13,18,23,30,93,33,27,29,17,31,3,7,5,5,7
27_2,8,15,20,24,28,31,126,39,23,43,13,44,7,5,4,4,3
27_3,7,11,13,20,25,30,106,37,23,36,14,33,4,2,7,5,5
27_4,5,10,14,19,24,28,100,33,23,34,14,33,5,4,5,5,4
27_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4
27_6,1,2,13,16,24,28,84,29,27,26,22,29,1,11,3,8,4
27_7,3,5,10,16,25,29,88,32,26,30,20,26,2,5,6,9,4
27_8,2,5,8,13,20,26,74,28,24,25,15,21,3,3,5,7,6
27_9,3,6,12,15,24,30,90,33,27,30,18,27,3,6,3,9,6
27_10,3,6,10,18,25,29,91,32,26,31,19,28,3,4,8,7,4
28_1,4,8,15,17,25,30,99,34,26,33,17,32,4,7,2,8,5
28_2,9,11,18,22,28,30,118,39,21,39,17,40,2,7,4,6,2
28_3,6,9,12,17,26,29,99,35,23,35,17,29,3,3,5,9,3
28_4,4,8,13,18,25,29,97,33,25,33,17,31,4,5,5,7,4
28_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
28_6,1,4,9,16,20,29,79,30,28,24,16,25,3,5,7,4,9
28_7,1,4,9,14,18,31,77,32,30,22,14,23,3,5,5,4,13
28_8,3,8,11,18,21,29,90,32,26,29,13,29,5,3,7,3,8
28_9,2,8,12,17,23,28,90,30,26,31,15,29,6,4,5,6,5
28_10,2,9,13,18,24,29,95,31,27,33,15,31,7,4,5,6,5
29_1,3,6,12,16,22,28,87,31,25,28,16,28,3,6,4,6,6
29_2,5,10,17,20,28,31,111,36,26,38,18,37,5,7,3,8,3
29_3,4,7,11,16,22,28,88,32,24,29,15,27,3,4,5,6,6
29_4,4,8,12,18,24,28,94,32,24,32,16,30,4,4,6,6,4
29_5,4,8,12,18,24,28,94,32,24,32,16,30,4,4,6,6,4
29_6,3,5,9,18,22,26,83,29,23,27,17,27,2,4,9,4,4
29_7,3,6,9,17,22,24,81,27,21,28,16,26,3,3,8,5,2
29_8,2,4,7,14,17,24,68,26,22,21,13,21,2,3,7,3,7
29_9,1,7,12,18,23,28,89,29,27,30,16,30,6,5,6,5,5
29_10,1,7,11,16,24,28,87,29,27,31,17,27,6,4,5,8,4
30_1,5,7,13,16,24,32,97,37,27,31,17,29,2,6,3,8,8
30_2,7,11,16,22,28,31,115,38,24,39,17,38,4,5,6,6,3
30_3,5,8,11,17,24,29,94,34,24,32,16,28,3,3,6,7,5
30_4,4,8,12,18,24,28,94,32,24,32,16,30,4,4,6,6,4
30_5,5,8,13,18,24,28,96,33,23,32,16,31,3,5,5,6,4
30_6,2,1,8,14,20,23,68,25,21,21,19,22,-1,7,6,6,3
30_7,1,2,7,14,21,25,70,26,24,23,19,21,1,5,7,7,4
30_8,0,1,7,13,17,24,62,24,24,18,16,20,1,6,6,4,7
30_9,3,8,13,18,23,27,92,30,24,31,15,31,5,5,5,5,4
30_10,3,9,12,18,24,28,94,31,25,33,15,30,6,3,6,6,4
31_1,4,8,17,20,25,32,106,36,28,33,17,37,4,9,3,5,7
31_2,4,12,17,22,28,32,115,36,28,40,16,39,8,5,5,6,4
31_3,4,9,14,19,26,30,102,34,26,35,17,33,5,5,5,7,4
31_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4
31_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5
31_6,0,3,10,13,19,28,73,28,28,22,16,23,3,7,3,6,9
31_7,1,5,10,13,23,30,82,31,29,28,18,23,4,5,3,10,7
31_8,3,7,10,12,20,28,80,31,25,27,13,22,4,3,2,8,8
31_9,4,8,11,14,23,28,88,32,24,31,15,25,4,3,3,9,5
31_10,4,8,11,15,24,29,91,33,25,32,16,26,4,3,4,9,5
32_1,6,8,12,15,25,31,97,37,25,33,17,27,2,4,3,10,6
32_2,6,8,17,19,27,31,108,37,25,35,19,36,2,9,2,8,4
32_3,5,8,12,16,24,29,94,34,24,32,16,28,3,4,4,8,5
32_4,5,8,14,18,24,28,97,33,23,32,16,32,3,6,4,6,4
32_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5
32_6,0,3,9,16,22,27,77,27,27,25,19,25,3,6,7,6,5
32_7,0,4,8,14,22,26,74,26,26,26,18,22,4,4,6,8,4
32_8,2,6,10,14,21,26,79,28,24,27,15,24,4,4,4,7,5
32_9,3,8,11,14,19,26,81,29,23,27,11,25,5,3,3,5,7
32_10,2,7,12,15,21,29,86,31,27,28,14,27,5,5,3,6,8
33_1,4,5,9,15,22,31,86,35,27,27,17,24,1,4,6,7,9
33_2,6,12,16,23,28,31,116,37,25,40,16,39,6,4,7,5,3
33_3,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5
33_4,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
33_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
33_6,2,5,9,12,17,27,72,29,25,22,12,21,3,4,3,5,10
33_7,1,5,7,12,18,28,71,29,27,23,13,19,4,2,5,6,10
33_8,0,6,10,14,21,29,80,29,29,27,15,24,6,4,4,7,8
33_9,3,7,10,15,20,29,84,32,26,27,13,25,4,3,5,5,9
33_10,3,7,9,15,21,29,84,32,26,28,14,24,4,2,6,6,8
34_1,6,9,13,15,23,32,98,38,26,32,14,28,3,4,2,8,9
34_2,8,13,18,21,26,30,116,38,22,39,13,39,5,5,3,5,4
34_3,6,8,13,16,22,30,95,36,24,30,14,29,2,5,3,6,8
34_4,4,8,12,17,23,28,92,32,24,31,15,29,4,4,5,6,5
34_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
34_6,1,1,6,12,23,28,71,29,27,24,22,18,0,5,6,11,5
34_7,0,3,7,11,19,27,67,27,27,22,16,18,3,4,4,8,8
34_8,0,6,7,10,19,28,70,28,28,25,13,17,6,1,3,9,9
34_9,3,10,11,14,23,29,90,32,26,33,13,25,7,1,3,9,6
34_10,3,10,11,14,23,29,90,32,26,33,13,25,7,1,3,9,6
35_1,3,6,12,22,25,32,100,35,29,31,19,34,3,6,10,3,7
35_2,8,12,18,24,28,31,121,39,23,40,16,42,4,6,6,4,3
35_3,6,10,13,19,26,30,104,36,24,36,16,32,4,3,6,7,4
35_4,5,9,13,19,25,29,100,34,24,34,16,32,4,4,6,6,4
35_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
35_6,1,4,8,14,22,24,73,25,23,26,18,22,3,4,6,8,2
35_7,1,4,7,12,22,26,72,27,25,26,18,19,3,3,5,10,4
35_8,0,3,6,11,24,27,71,27,27,27,21,17,3,3,5,13,3
35_9,2,7,8,15,24,28,84,30,26,31,17,23,5,1,7,9,4
35_10,3,8,9,15,25,29,89,32,26,33,17,24,5,1,6,10,4
36_1,4,7,11,13,20,32,87,36,28,27,13,24,3,4,2,7,12
36_2,5,10,13,18,26,29,101,34,24,36,16,31,5,3,5,8,3
36_3,4,8,11,16,22,28,89,32,24,30,14,27,4,3,5,6,6
36_4,5,9,13,18,23,28,96,33,23,32,14,31,4,4,5,5,5
36_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
36_6,0,5,10,18,21,27,81,27,27,26,16,28,5,5,8,3,6
36_7,1,5,9,15,19,29,78,30,28,24,14,24,4,4,6,4,10
36_8,2,5,9,11,18,29,74,31,27,23,13,20,3,4,2,7,11
36_9,4,8,12,15,22,29,90,33,25,30,14,27,4,4,3,7,7
36_10,3,7,10,14,21,28,83,31,25,28,14,24,4,3,4,7,7
37_1,3,6,13,17,25,31,95,34,28,31,19,30,3,7,4,8,6
37_2,5,11,17,21,26,29,109,34,24,37,15,38,6,6,4,5,3
37_3,4,8,11,17,25,30,95,34,26,33,17,28,4,3,6,8,5
